,location,total_sqft,bath,price,bhk
3503,Sarjapur  Road,1314.0,2.0,110.0,2
3504,Sarjapur  Road,1787.0,3.0,116.0,3
3506,Sarjapur  Road,1028.0,2.0,56.0,2
3509,Sarjapur  Road,1691.0,3.0,100.0,3
3510,Sarjapur  Road,1350.0,2.0,85.0,2
3511,Sarjapur  Road,1157.0,2.0,72.0,3
3512,Sarjapur  Road,1019.0,2.0,62.0,2
3513,Sarjapur  Road,691.0,1.0,31.1,1
3517,Sarjapur  Road,1881.0,3.0,145.0,3
3518,Sarjapur  Road,2275.0,4.0,182.0,3
3521,Sarjapur  Road,1881.0,3.0,145.0,3
3523,Sarjapur  Road,2880.0,3.0,211.0,4
3525,Sarjapur  Road,675.0,1.0,27.0,1
3526,Sarjapur  Road,1346.0,2.0,74.03,2
3527,Sarjapur  Road,1691.0,3.0,119.0,3
3528,Sarjapur  Road,1335.0,2.0,95.0,2
3530,Sarjapur  Road,1222.0,2.0,68.0,3
3531,Sarjapur  Road,3420.0,4.0,225.0,4
3532,Sarjapur  Road,1510.0,2.0,110.0,3
3533,Sarjapur  Road,1242.0,2.0,78.0,2
3535,Sarjapur  Road,1129.0,2.0,69.0,2
3536,Sarjapur  Road,1850.0,3.0,140.0,3
3538,Sarjapur  Road,1879.0,3.0,155.0,3
3539,Sarjapur  Road,1157.0,2.0,75.0,3
3540,Sarjapur  Road,2425.0,5.0,175.0,4
3541,Sarjapur  Road,1323.0,2.0,74.0,2
3542,Sarjapur  Road,2289.0,3.0,178.0,3
3545,Sarjapur  Road,2100.0,3.0,130.0,3
3546,Sarjapur  Road,702.0,1.0,35.8,1
3547,Sarjapur  Road,1320.0,2.0,110.0,2
3548,Sarjapur  Road,1800.0,3.0,128.0,3
3549,Sarjapur  Road,2275.0,4.0,187.0,3
3552,Sarjapur  Road,1112.0,2.0,62.0,2
3554,Sarjapur  Road,1157.0,2.0,69.0,3
3556,Sarjapur  Road,1026.0,2.0,60.8,2
3558,Sarjapur  Road,1600.0,3.0,120.0,3
3560,Sarjapur  Road,1346.0,2.0,74.03,2
3561,Sarjapur  Road,475.0,1.0,26.0,1
3564,Sarjapur  Road,1857.0,4.0,155.0,3
3565,Sarjapur  Road,1660.0,2.0,116.0,3
3568,Sarjapur  Road,2089.0,3.0,148.0,3
3569,Sarjapur  Road,1290.0,2.0,88.0,2
3570,Sarjapur  Road,1371.0,2.0,86.0,2
3571,Sarjapur  Road,2140.0,3.0,139.0,3
3574,Sarjapur  Road,2180.0,4.0,180.0,3
3575,Sarjapur  Road,1691.0,3.0,119.0,3
3576,Sarjapur  Road,2206.0,4.0,180.0,3
3577,Sarjapur  Road,1691.0,3.0,100.0,3
3578,Sarjapur  Road,1367.0,2.0,80.0,2
3580,Sarjapur  Road,1984.0,4.0,148.0,3
3581,Sarjapur  Road,1346.0,2.0,74.03,2
3584,Sarjapur  Road,2425.0,5.0,195.0,4
3585,Seegehalli,1525.0,3.0,65.0,3
3586,Seegehalli,1830.0,4.0,82.0,3
3587,Seegehalli,4000.0,3.0,235.0,3
3589,Seegehalli,1553.0,3.0,68.0,3
3590,Seegehalli,1639.0,3.0,120.0,3
3591,Seegehalli,3000.0,4.0,235.0,3
3592,Seegehalli,1683.0,3.0,80.0,3
3593,Seegehalli,1176.0,2.0,50.0,2
3594,Seegehalli,3000.0,4.0,240.0,3
3595,Somasundara Palya,1255.0,2.0,67.0,2
3596,Somasundara Palya,1448.0,2.0,68.0,2
3597,Somasundara Palya,1178.0,2.0,73.0,2
3598,Somasundara Palya,1260.0,2.0,60.0,2
3599,Somasundara Palya,1174.0,2.0,74.0,2
3600,Somasundara Palya,1033.0,2.0,48.0,2
3601,Somasundara Palya,1185.0,2.0,70.0,2
3602,Somasundara Palya,1200.0,2.0,75.0,2
3603,Somasundara Palya,2400.0,3.0,140.0,4
3604,Somasundara Palya,1186.0,2.0,72.0,2
3605,Somasundara Palya,1186.0,2.0,76.0,2
3606,Somasundara Palya,1185.0,2.0,75.0,2
3607,Sonnenahalli,1415.0,2.0,55.0,3
3608,Sonnenahalli,896.0,2.0,43.75,2
3609,Sonnenahalli,1100.0,2.0,44.0,2
3610,Sonnenahalli,1011.0,2.0,50.53,2
3611,Sonnenahalli,614.5,1.0,30.715,1
3612,Sonnenahalli,1484.0,3.0,74.18,3
3613,Sonnenahalli,1610.0,3.0,80.48,3
3614,Sonnenahalli,1415.0,2.0,65.0,3
3615,Sonnenahalli,1268.0,2.0,58.0,2
3616,Sonnenahalli,1268.0,2.0,56.0,2
3617,Sonnenahalli,605.0,1.0,30.24,1
3618,Sonnenahalli,1484.0,3.0,75.0,3
3619,Subramanyapura,929.0,2.0,50.17,2
3620,Subramanyapura,975.0,2.0,58.0,2
3621,Subramanyapura,985.0,2.0,58.0,2
3623,Subramanyapura,1313.0,2.0,73.0,2
3624,Subramanyapura,1313.0,2.0,66.5,2
3626,Subramanyapura,929.0,2.0,48.0,2
3627,Subramanyapura,950.0,2.0,55.0,2
3628,Subramanyapura,929.0,2.0,56.0,2
3630,Subramanyapura,1260.0,2.0,76.0,3
3631,Subramanyapura,960.0,2.0,55.0,2
3632,Subramanyapura,1260.0,2.0,73.0,3
3635,Subramanyapura,929.0,2.0,49.0,2
3636,Subramanyapura,1260.0,2.0,75.0,3
3638,Subramanyapura,929.0,1.0,51.0,2
3639,Subramanyapura,1880.0,3.0,110.0,3
3640,Talaghattapura,1868.0,3.0,131.0,3
3641,Talaghattapura,2254.0,3.0,170.0,3
3642,Talaghattapura,1868.0,3.0,121.0,3
3643,Talaghattapura,1868.0,3.0,135.0,3
3644,Talaghattapura,1856.0,3.0,135.0,3
3645,Talaghattapura,1868.0,3.0,120.0,3
3646,Talaghattapura,2254.0,3.0,170.0,3
3647,Talaghattapura,2254.0,3.0,170.0,3
3648,Talaghattapura,1804.0,3.0,115.0,3
3649,Talaghattapura,1856.0,3.0,135.0,3
3650,Talaghattapura,2254.0,3.0,153.0,3
3651,Talaghattapura,2106.0,3.0,148.0,3
3652,Talaghattapura,1856.0,3.0,135.0,3
3653,Talaghattapura,2273.0,3.0,159.0,3
3654,Talaghattapura,2099.0,3.0,147.0,3
3655,Talaghattapura,2273.0,3.0,145.0,3
3656,Talaghattapura,1804.0,3.0,127.0,3
3657,Talaghattapura,2265.0,3.0,159.0,3
3658,Talaghattapura,2099.0,3.0,134.0,3
3659,Thanisandra,510.0,1.0,25.25,1
3660,Thanisandra,1296.0,2.0,80.0,2
3661,Thanisandra,2144.0,3.0,145.0,3
3662,Thanisandra,445.0,1.0,28.0,1
3663,Thanisandra,1296.0,2.0,83.0,2
3664,Thanisandra,2144.0,3.0,135.0,3
3666,Thanisandra,1093.0,2.0,70.0,2
3667,Thanisandra,1265.0,2.0,79.0,3
3668,Thanisandra,1265.0,2.0,85.0,2
3669,Thanisandra,510.0,1.0,25.25,1
3670,Thanisandra,1564.0,3.0,101.0,3
3672,Thanisandra,1847.0,3.0,123.0,3
3674,Thanisandra,1697.0,3.0,114.0,3
3675,Thanisandra,1573.0,3.0,95.0,3
3676,Thanisandra,1917.0,3.0,122.0,3
3677,Thanisandra,693.0,1.0,34.3,1
3678,Thanisandra,1098.0,2.0,68.0,2
3679,Thanisandra,760.0,1.0,50.3,1
3685,Thanisandra,1697.0,3.0,115.0,3
3686,Thanisandra,923.0,1.0,60.84,1
3688,Thanisandra,923.0,1.0,45.69,1
3692,Thanisandra,1874.0,4.0,130.0,3
3693,Thanisandra,1698.0,3.0,102.0,3
3694,Thanisandra,1411.0,3.0,93.04,3
3695,Thanisandra,1996.0,3.0,135.0,3
3696,Thanisandra,1801.0,3.0,115.0,3
3697,Thanisandra,1265.0,2.0,82.0,2
3698,Thanisandra,1917.0,4.0,113.0,3
3699,Thanisandra,662.0,1.0,42.0,1
3700,Thanisandra,1948.0,3.0,130.0,3
3702,Thanisandra,965.0,2.0,67.0,2
3703,Thanisandra,1098.0,2.0,74.0,2
3705,Thanisandra,1564.0,3.0,104.0,3
3709,Thanisandra,2127.0,3.0,135.0,3
3711,Thanisandra,1276.0,2.0,75.0,2
3712,Thanisandra,693.0,1.0,34.3,1
3715,Thanisandra,934.0,2.0,55.0,2
3716,Thanisandra,1056.0,2.0,68.0,2
3717,Thanisandra,1595.0,3.0,110.0,3
3718,Thanisandra,1411.0,3.0,93.15,3
3719,Thanisandra,1093.0,2.0,68.1,2
3721,Thanisandra,1093.0,2.0,72.0,2
3723,Thanisandra,1698.0,3.0,107.0,3
3724,Thanisandra,1564.0,3.0,105.0,3
3725,Thanisandra,1265.0,2.0,83.0,2
3726,Thanisandra,784.0,1.0,35.285,1
3727,Thanisandra,965.0,2.0,56.0,2
3728,Thanisandra,1546.0,3.0,95.0,3
3729,Thanisandra,777.0,1.0,38.535,1
3730,Thanisandra,1697.0,3.0,110.0,3
3731,Thanisandra,1492.0,3.0,88.0,3
3732,Thanisandra,2072.0,3.0,122.0,3
3733,Thanisandra,1880.0,3.0,120.0,3
3734,Thanisandra,760.0,1.0,50.0,1
3736,Thanisandra,1800.0,4.0,125.0,3
3737,Thanisandra,933.0,2.0,58.0,1
3739,Thanisandra,1996.0,4.0,123.0,3
3740,Thanisandra,1183.0,2.0,77.25,2
3741,Thanisandra,1491.0,3.0,88.0,3
3742,Thanisandra,662.0,1.0,29.0,1
3744,Thanisandra,1564.0,3.0,100.0,3
3745,Thanisandra,663.0,1.0,46.1,1
3746,Thanisandra,662.0,1.0,45.0,1
3747,Thanisandra,1573.0,3.0,98.0,3
3748,Thanisandra,1262.0,2.0,83.0,3
3749,Thanisandra,1056.0,2.0,65.0,2
3751,Thanisandra,1702.0,3.0,115.0,3
3753,Thanisandra,1935.0,4.0,122.0,3
3754,Thanisandra,933.0,2.0,55.0,2
3755,Thanisandra,1183.0,2.0,77.3,2
3756,Thanisandra,662.0,1.0,38.0,1
3757,Thanisandra,1265.0,2.0,72.0,2
3758,Thanisandra,1595.0,3.0,105.0,3
3760,Thanisandra,580.0,1.0,27.5,1
3761,Thanisandra,2087.0,4.0,139.0,3
3763,Thanisandra,1098.0,2.0,71.0,2
3764,Thanisandra,1411.0,3.0,93.25,3
3767,Thanisandra,1732.0,3.0,112.0,3
3768,Thanisandra,933.0,1.0,61.0,1
3769,Thanisandra,1702.0,3.0,107.0,3
3770,Thanisandra,747.0,1.0,34.355,1
3771,Thanisandra,2030.0,4.0,125.0,3
3773,Thanisandra,663.0,1.0,46.0,1
3774,Thanisandra,1948.0,4.0,129.0,4
3776,Thanisandra,1056.0,2.0,70.0,2
3777,Thanisandra,1595.0,3.0,96.0,3
3780,Thanisandra,1245.0,2.0,83.05,2
3781,Thanisandra,2695.0,4.0,188.0,4
3782,Thanisandra,1261.0,2.0,80.0,3
3783,Thanisandra,1884.0,4.0,117.0,3
3785,Thanisandra,1930.0,4.0,122.0,3
3786,Thanisandra,777.0,1.0,38.46,1
3788,Thanisandra,1930.0,4.0,120.0,3
3789,Thanisandra,760.0,1.0,50.4,1
3790,Thanisandra,663.0,1.0,32.82,1
3791,Thanisandra,1801.0,3.0,115.0,3
3792,Thanisandra,1806.0,6.0,116.0,3
3794,Thanisandra,1305.0,2.0,90.0,2
3795,Thanisandra,1965.0,4.0,125.0,3
3796,Thanisandra,1573.0,3.0,100.0,3
3799,Thanisandra,1917.0,4.0,130.0,4
3801,Thigalarapalya,3122.0,6.0,230.0,4
3803,Thigalarapalya,1297.0,2.0,103.0,2
3804,Thigalarapalya,3122.0,6.0,235.0,4
3805,Thigalarapalya,3122.0,6.0,245.0,4
3807,Thigalarapalya,1418.0,2.0,101.0,2
3808,Thigalarapalya,1418.0,2.0,104.0,2
3810,Thigalarapalya,3122.0,5.0,225.0,4
3811,Thigalarapalya,2912.0,6.0,210.0,4
3812,Thigalarapalya,2072.0,4.0,159.0,3
3815,Thigalarapalya,1418.0,2.0,104.0,2
3816,Thigalarapalya,3122.0,6.0,237.0,4
3817,Thigalarapalya,1418.0,2.0,105.0,2
3818,Thigalarapalya,1418.0,2.0,104.0,2
3821,Thigalarapalya,2072.0,4.0,155.0,3
3823,Thigalarapalya,1418.0,2.0,105.0,2
3824,Thigalarapalya,2072.0,4.0,160.0,3
3828,Thigalarapalya,2072.0,4.0,160.0,3
3829,Thigalarapalya,2072.0,4.0,155.0,3
3830,Thigalarapalya,3122.0,6.0,235.0,4
3833,Thigalarapalya,2072.0,4.0,157.0,3
3834,Thigalarapalya,3362.0,5.0,249.0,4
3835,Thigalarapalya,3122.0,6.0,245.0,4
3840,Thigalarapalya,1400.0,2.0,105.0,2
3843,Thubarahalli,1128.0,2.0,75.0,2
3844,Thubarahalli,1185.0,2.0,65.0,2
3845,Thubarahalli,975.0,2.0,55.0,2
3846,Thubarahalli,1330.0,2.0,75.0,2
3847,Thubarahalli,1085.0,2.0,70.0,2
3848,Thubarahalli,1216.0,2.0,80.0,2
3849,Thubarahalli,1200.0,2.0,80.0,2
3850,Thubarahalli,1200.0,2.0,79.55,2
3852,Thubarahalli,2625.0,3.0,175.0,3
3853,Thubarahalli,1584.0,3.0,101.0,3
3854,Tumkur Road,1500.0,3.0,95.0,3
3855,Tumkur Road,1779.0,3.0,112.0,3
3856,Tumkur Road,1586.0,3.0,100.0,3
3857,Tumkur Road,1354.0,3.0,90.0,3
3858,Tumkur Road,1240.0,2.0,84.0,3
3859,Tumkur Road,1239.0,2.0,82.0,2
3860,Tumkur Road,1246.0,2.0,82.0,2
3861,Tumkur Road,1500.0,3.0,100.0,3
3863,Tumkur Road,1416.0,3.0,94.0,3
3864,Tumkur Road,1027.0,2.0,60.0,2
3865,Tumkur Road,1027.0,2.0,68.62,2
3866,Tumkur Road,1459.0,2.0,95.0,3
3867,Tumkur Road,992.0,2.0,60.0,2
3868,Tumkur Road,1066.0,2.0,52.5,2
3869,Tumkur Road,1240.0,2.0,79.0,3
3870,Tumkur Road,1441.0,2.0,95.0,3
3871,Tumkur Road,1240.0,2.0,83.0,3
3872,Tumkur Road,1027.0,2.0,67.0,2
3874,Tumkur Road,1354.0,3.0,85.86,3
3875,Uttarahalli,1020.0,2.0,45.0,2
3876,Uttarahalli,1101.0,2.0,45.0,2
3877,Uttarahalli,1330.0,2.0,56.0,3
3878,Uttarahalli,1008.0,2.0,45.0,2
3879,Uttarahalli,1150.0,2.0,49.0,2
3880,Uttarahalli,1330.0,2.0,56.0,3
3883,Uttarahalli,1045.0,2.0,45.0,2
3884,Uttarahalli,850.0,2.0,37.93,2
3886,Uttarahalli,1345.0,2.0,57.0,3
3888,Uttarahalli,1279.0,2.0,48.0,2
3890,Uttarahalli,1425.0,2.0,64.0,3
3891,Uttarahalli,1155.0,2.0,40.42,2
3892,Uttarahalli,1300.0,2.0,55.0,3
3894,Uttarahalli,1215.0,2.0,52.85,3
3896,Uttarahalli,1325.0,2.0,53.0,2
3897,Uttarahalli,1300.0,2.0,60.0,3
3898,Uttarahalli,850.0,2.0,35.0,2
3899,Uttarahalli,1390.0,2.0,61.16,3
3900,Uttarahalli,1090.0,2.0,45.0,2
3901,Uttarahalli,1123.0,2.0,48.0,2
3902,Uttarahalli,1329.0,2.0,56.0,3
3905,Uttarahalli,1125.0,2.0,47.0,2
3906,Uttarahalli,1180.0,2.0,41.3,2
3908,Uttarahalli,1160.0,2.0,45.0,2
3909,Uttarahalli,1330.0,2.0,57.0,3
3910,Uttarahalli,1125.0,2.0,48.0,2
3911,Uttarahalli,1160.0,2.0,40.6,2
3912,Uttarahalli,1075.0,2.0,46.76,2
3913,Uttarahalli,1155.0,2.0,40.6,2
3915,Uttarahalli,1180.0,2.0,41.3,2
3916,Uttarahalli,1002.0,2.0,40.08,2
3917,Uttarahalli,1002.0,2.0,40.08,2
3919,Uttarahalli,1155.0,2.0,40.43,2
3920,Uttarahalli,1125.0,2.0,47.65,2
3921,Uttarahalli,1300.0,2.0,55.0,2
3922,Uttarahalli,1025.0,2.0,35.88,2
3923,Uttarahalli,980.0,2.0,45.0,2
3924,Uttarahalli,1125.0,2.0,47.0,2
3925,Uttarahalli,1525.0,2.0,62.82,3
3928,Uttarahalli,900.0,2.0,35.0,2
3929,Uttarahalli,1065.0,2.0,42.6,2
3931,Uttarahalli,1125.0,2.0,47.0,2
3932,Uttarahalli,1270.0,2.0,55.25,3
3933,Uttarahalli,1270.0,2.0,55.25,3
3935,Uttarahalli,1330.0,2.0,58.0,3
3937,Uttarahalli,1125.0,2.0,48.0,2
3938,Uttarahalli,1345.0,2.0,57.0,3
3939,Uttarahalli,1345.0,2.0,57.0,3
3940,Uttarahalli,1037.0,2.0,36.0,2
3942,Uttarahalli,1000.0,2.0,39.5,2
3943,Uttarahalli,1308.0,2.0,53.0,3
3944,Uttarahalli,1160.0,2.0,40.58,2
3946,Uttarahalli,1000.0,2.0,35.0,2
3947,Uttarahalli,1330.0,2.0,57.0,3
3948,Uttarahalli,1125.0,2.0,47.0,2
3949,Uttarahalli,1165.0,1.0,42.09,2
3950,Uttarahalli,1290.0,2.0,56.12,3
3951,Uttarahalli,1328.0,2.0,56.0,3
3952,Uttarahalli,1290.0,2.0,56.12,3
3954,Uttarahalli,1075.0,2.0,46.76,2
3955,Uttarahalli,1345.0,2.0,57.0,3
3956,Varthur,1160.0,2.0,44.0,2
3957,Varthur,1091.0,2.0,34.9,2
3958,Varthur,1535.0,3.0,65.99,3
3959,Varthur,1024.0,2.0,42.0,2
3960,Varthur,1125.0,2.0,40.0,2
3961,Varthur,1112.0,2.0,40.0,2
3962,Varthur,1055.0,2.0,45.35,2
3963,Varthur,977.0,2.0,36.0,2
3965,Varthur,1111.0,2.0,41.88,2
3966,Varthur,1140.0,2.0,55.5,2
3967,Varthur,1140.0,2.0,39.9,2
3968,Varthur,1090.0,2.0,48.0,2
3969,Varthur,1450.0,3.0,71.0,3
3970,Varthur,1210.0,2.0,60.0,2
3971,Varthur,1070.0,2.0,46.0,2
3972,Varthur,965.0,2.0,34.0,2
3973,Varthur,1120.0,2.0,44.24,2
3974,Varthur,1085.0,2.0,45.0,2
3976,Varthur,1155.0,2.0,60.0,2
3977,Varthur,1155.0,2.0,39.0,2
3978,Varthur,1180.0,2.0,55.0,2
3980,Varthur,1738.0,2.0,57.35,2
3981,Varthur,1045.0,2.0,40.65,2
3982,Varthur,1155.0,2.0,39.0,2
3983,Varthur,1615.0,3.0,69.43,3
3984,Varthur,1210.0,2.0,64.15,2
3986,Varthur,1105.0,2.0,38.0,2
3987,Varthur,1760.0,2.0,85.0,2
3988,Varthur,1210.0,2.0,54.0,2
3989,Varthur,1112.0,2.0,40.0,2
3991,Varthur,1665.0,3.0,71.58,3
3992,Vijayanagar,1704.0,3.0,110.0,3
3993,Vijayanagar,1933.0,3.0,129.0,3
3994,Vijayanagar,1450.0,3.0,100.0,3
3995,Vijayanagar,1826.0,3.0,121.0,3
3996,Vijayanagar,1739.0,3.0,116.0,3
3997,Vijayanagar,1490.0,3.0,100.0,3
3998,Vijayanagar,1180.0,2.0,65.0,2
3999,Vijayanagar,606.0,1.0,34.78,1
4000,Vijayanagar,1520.0,2.0,103.0,3
4001,Vijayanagar,1749.0,3.0,117.0,3
4002,Vijayanagar,606.0,1.0,40.0,1
4003,Vijayanagar,1300.0,2.0,75.0,3
4004,Vijayanagar,2047.0,3.0,136.0,3
4005,Vijayanagar,1178.0,2.0,82.0,2
4006,Vijayanagar,1019.0,2.0,58.0,2
4007,Vijayanagar,1375.0,2.0,75.0,3
4008,Vittasandra,1404.0,2.0,71.0,2
4009,Vittasandra,1246.0,2.0,67.0,2
4010,Vittasandra,1404.0,2.0,69.3,2
4011,Vittasandra,1246.0,2.0,67.3,2
4012,Vittasandra,1246.0,2.0,64.5,2
4013,Vittasandra,1246.0,2.0,64.5,2
4014,Vittasandra,1246.0,2.0,68.0,2
4016,Vittasandra,1404.0,2.0,75.0,2
4017,Vittasandra,1246.0,2.0,65.0,2
4018,Vittasandra,1404.0,2.0,68.8,2
4019,Vittasandra,1246.0,2.0,62.3,2
4022,Vittasandra,1404.0,2.0,70.0,2
4023,Vittasandra,1404.0,2.0,75.0,2
4025,Vittasandra,1246.0,2.0,67.0,2
4028,Vittasandra,1246.0,2.0,67.5,2
4029,Vittasandra,1246.0,2.0,67.5,2
4030,Vittasandra,1404.0,2.0,70.0,2
4031,Vittasandra,1404.0,2.0,67.5,2
4032,Vittasandra,1246.0,2.0,67.4,2
4034,Whitefield,1459.0,2.0,94.82,2
4038,Whitefield,1280.0,2.0,75.0,2
4040,Whitefield,1910.0,3.0,161.0,3
4041,Whitefield,3252.0,4.0,230.0,4
4044,Whitefield,1150.0,2.0,70.0,2
4045,Whitefield,4144.0,4.0,315.0,4
4046,Whitefield,1720.0,3.0,100.0,3
4048,Whitefield,1640.0,4.0,91.0,3
4051,Whitefield,2280.0,4.0,126.0,3
4054,Whitefield,2225.0,2.0,125.0,3
4056,Whitefield,2268.0,3.0,163.0,4
4058,Whitefield,2400.0,4.0,200.0,4
4060,Whitefield,1360.0,2.0,95.0,2
4062,Whitefield,1697.0,3.0,94.79,3
4063,Whitefield,5000.0,4.0,400.0,4
4064,Whitefield,3000.0,5.0,250.0,4
4065,Whitefield,1700.0,3.0,115.0,3
4071,Whitefield,1500.0,3.0,130.0,3
4072,Whitefield,1280.0,2.0,75.0,2
4074,Whitefield,1405.0,2.0,78.0,3
4075,Whitefield,2225.0,3.0,115.0,3
4076,Whitefield,1272.0,2.0,95.05,2
4081,Whitefield,1626.0,3.0,89.0,3
4082,Whitefield,1585.0,3.0,88.0,3
4083,Whitefield,1280.0,2.0,85.0,2
4084,Whitefield,1697.0,3.0,108.0,3
4086,Whitefield,3606.0,4.0,312.0,4
4087,Whitefield,1485.0,2.0,90.0,2
4088,Whitefield,950.0,1.0,50.0,1
4089,Whitefield,825.0,1.0,45.0,1
4092,Whitefield,1635.0,2.0,85.0,3
4093,Whitefield,1216.0,2.0,79.0,2
4097,Whitefield,920.0,2.0,63.0,2
4098,Whitefield,1170.0,2.0,71.0,2
4099,Whitefield,1118.0,2.0,75.0,2
4100,Whitefield,1562.0,3.0,103.0,3
4102,Whitefield,2321.0,4.0,128.0,3
4103,Whitefield,1320.0,2.0,95.0,2
4105,Whitefield,3010.0,3.0,200.0,3
4106,Whitefield,1346.0,2.0,96.17,2
4108,Whitefield,2500.0,4.0,155.0,4
4109,Whitefield,2268.0,3.0,146.0,4
4111,Whitefield,630.5,1.0,32.79,1
4112,Whitefield,3537.0,5.0,210.0,4
4114,Whitefield,1697.0,3.0,115.0,3
4119,Whitefield,1269.0,2.0,75.0,2
4120,Whitefield,1545.0,3.0,79.0,3
4124,Whitefield,1132.0,2.0,79.28,2
4126,Whitefield,2830.0,5.0,160.0,4
4128,Whitefield,1195.0,2.0,70.0,2
4129,Whitefield,1250.0,2.0,72.0,2
4130,Whitefield,709.0,1.0,34.385,1
4131,Whitefield,1320.0,2.0,79.5,2
4132,Whitefield,750.0,2.0,52.7,2
4137,Whitefield,3445.0,5.0,270.0,4
4138,Whitefield,1700.0,3.0,140.0,3
4139,Whitefield,1405.0,2.0,84.5,2
4141,Whitefield,1150.0,2.0,90.0,2
4143,Whitefield,1700.0,3.0,95.0,3
4144,Whitefield,4960.0,4.0,400.0,4
4146,Whitefield,2700.0,5.0,175.0,3
4147,Whitefield,1216.0,2.0,84.0,2
4148,Whitefield,2882.0,5.0,204.0,4
4149,Whitefield,1840.0,3.0,140.0,3
4150,Whitefield,1778.0,3.0,122.0,3
4151,Whitefield,1400.0,2.0,80.0,2
4152,Whitefield,650.0,1.0,25.0,1
4153,Whitefield,2155.0,3.0,125.0,4
4154,Whitefield,905.0,1.0,52.0,1
4157,Whitefield,1216.0,2.0,75.0,2
4158,Whitefield,1355.0,2.0,78.0,2
4159,Whitefield,1255.0,2.0,77.0,2
4160,Whitefield,1216.0,2.0,73.0,2
4161,Whitefield,709.0,1.0,34.735,1
4165,Whitefield,1745.0,3.0,100.0,3
4167,Whitefield,825.0,1.0,44.9,1
4171,Whitefield,1870.0,3.0,138.0,3
4174,Whitefield,1655.0,3.0,113.0,3
4175,Whitefield,530.0,1.0,29.44,1
4177,Whitefield,905.0,1.0,50.0,1
4178,Whitefield,1600.0,3.0,82.0,3
4180,Whitefield,630.5,1.0,32.15,1
4181,Whitefield,905.0,1.0,52.0,1
4184,Whitefield,1216.0,2.0,83.0,2
4189,Whitefield,1216.0,2.0,75.0,2
4197,Whitefield,750.0,1.0,51.0,1
4200,Whitefield,1173.0,2.0,77.0,2
4206,Whitefield,2173.0,3.0,128.0,3
4208,Whitefield,905.0,1.0,62.0,1
4209,Whitefield,1870.0,3.0,138.0,3
4210,Whitefield,1320.0,2.0,99.26,2
4211,Whitefield,2901.0,4.0,190.0,3
4212,Whitefield,1485.0,2.0,96.51,2
4213,Whitefield,1755.0,3.0,101.0,3
4215,Whitefield,2225.0,3.0,149.0,3
4216,Whitefield,1250.0,2.0,82.0,2
4218,Whitefield,1173.0,2.0,78.2,2
4219,Whitefield,1740.0,4.0,130.0,3
4220,Whitefield,1216.0,2.0,75.0,2
4222,Whitefield,1655.0,3.0,120.0,3
4223,Whitefield,4003.0,6.0,300.0,4
4225,Whitefield,1180.0,2.0,70.0,2
4226,Whitefield,2023.0,4.0,130.0,3
4227,Whitefield,2134.0,4.0,118.0,3
4229,Whitefield,905.0,1.0,60.0,1
4236,Whitefield,2830.0,5.0,190.0,4
4237,Whitefield,1295.0,2.0,78.5,2
4238,Whitefield,840.0,1.0,57.6,1
4239,Whitefield,640.0,1.0,19.83,1
4242,Whitefield,1850.0,3.0,150.0,3
4244,Whitefield,1216.0,2.0,75.0,2
4245,Whitefield,1356.0,2.0,94.84,2
4246,Whitefield,1338.0,2.0,103.0,2
4249,Whitefield,3450.0,4.0,208.0,3
4252,Whitefield,1267.0,2.0,90.33,2
4253,Whitefield,1836.0,3.0,125.0,3
4254,Whitefield,3596.0,3.0,200.0,3
4255,Whitefield,1275.0,2.0,65.0,3
4257,Whitefield,1216.0,2.0,82.0,2
4258,Whitefield,1495.0,3.0,88.0,2
4259,Whitefield,1564.0,3.0,103.0,3
4260,Whitefield,1585.0,3.0,84.0,3
4261,Whitefield,1216.0,2.0,75.0,2
4262,Whitefield,1227.0,2.0,70.0,2
4263,Whitefield,1704.0,3.0,120.0,3
4266,Whitefield,1570.0,3.0,88.0,3
4267,Whitefield,1216.0,2.0,84.03,2
4268,Whitefield,1216.0,2.0,72.5,2
4270,Whitefield,2025.0,4.0,115.0,3
4271,Whitefield,1346.0,2.0,100.0,3
4274,Whitefield,2990.0,3.0,198.0,4
4276,Whitefield,1720.0,3.0,98.97,3
4277,Whitefield,1600.0,3.0,95.0,3
4278,Whitefield,1655.0,3.0,108.0,3
4279,Whitefield,1740.0,3.0,95.0,3
4281,Whitefield,1350.0,2.0,88.0,2
4283,Whitefield,1216.0,2.0,80.0,2
4284,Whitefield,2900.0,4.0,225.0,4
4285,Whitefield,1340.0,2.0,101.0,2
4287,Whitefield,1626.0,3.0,85.0,3
4289,Whitefield,1100.0,2.0,65.0,2
4291,Whitefield,1270.0,2.0,65.0,3
4292,Whitefield,1216.0,2.0,73.0,2
4294,Whitefield,3150.0,3.0,290.0,3
4299,Whitefield,3940.0,5.0,265.0,4
4300,Whitefield,1160.0,2.0,67.0,2
4302,Whitefield,1180.0,2.0,77.0,2
4303,Whitefield,2140.0,3.0,139.0,3
4306,Whitefield,1012.0,2.0,58.0,2
4308,Whitefield,1431.0,3.0,85.0,3
4309,Whitefield,524.0,1.0,29.0,1
4310,Whitefield,2135.0,3.0,149.0,4
4312,Whitefield,3075.0,2.0,188.0,4
4313,Whitefield,1760.0,3.0,160.0,3
4314,Whitefield,1655.0,3.0,110.0,3
4315,Whitefield,840.0,1.0,57.0,1
